x1,y1,z1,torso_lift_joint,arm_1_joint,arm_2_joint,arm_3_joint,arm_4_joint,arm_5_joint,arm_6_joint,arm_7_joint
-0.1955738315434269,-0.05307167598672735,0.8884049469288404,0.29642688252543936,1.610084845793362,-0.9300979551042644,-3.13980162417975,1.8306198517825214,-1.57701571762823,-0.6199674382823896,-1.5768677851512432
-0.19641419651269643,-0.05248577564419632,0.8738368506682797,0.2821956663459985,2.6702338456663797,0.9842415177415993,-2.6979858493667632,-0.3133479765143019,1.880312692952785,-1.3144825508136482,1.619245238225717
-0.19527377131035661,-0.05392289133964723,0.9202263032494234,0.3279380999296154,0.23475213802527212,0.9215929512572989,-0.7595091595132869,1.0678567174505094,-1.8605369403971705,-0.19631228950017285,-0.6106143756792543
-0.20072371249225562,-0.054516951642019196,0.6104882488395393,0.019743557745099994,2.3642910669602433,0.9319320778274962,-0.4908062813732878,-0.32325329598042707,1.7724989061344127,-0.1957075549224743,-0.9961969721872179
-0.19452281695774865,-0.05209550295545573,0.9396385198704016,0.3476034373289581,2.599492190720513,-1.3105652905274576,-1.2173109720882433,1.2023672616378112,1.13776164920971,0.5084962703962879,-1.7689922619228
-0.20051965716317166,-0.055281744902604846,0.6371902959558132,0.04601613574165699,0.6077869029758327,0.7883238609286964,0.017006012558163554,2.286819145020242,-1.2982480635495561,1.386523389522903,-1.6700500048704094
-0.19981762108267465,-0.055518729869451056,0.6929926676603527,0.10290101989814217,0.5705085397544543,-0.871694502980727,0.7431259298214129,-0.31850171157379775,-1.9834132193090959,-1.1722577902184061,-1.7322124669475805
-0.19639719897303876,-0.0532895150263617,0.8741084161958075,0.28227385722104326,2.187560496411493,-1.5007594782098919,0.9244811241146745,2.2863888519346323,1.7302153619074343,1.1715799222101073,-0.2525352611014359
-0.19745541830471924,-0.05307687010979123,0.835213321207344,0.24376420034761448,2.6788570510744263,-1.0001116503974008,0.7499884949915209,0.19456412943045445,-1.5498287788308225,-1.1987584185820774,-1.5326246428844152
-0.2001062950126401,-0.05555887935199033,0.693807708886095,0.10250999765423231,0.1719243967723513,-0.7777888870811427,1.4004511322583206,0.6766355099756214,1.9020019860414628,-0.852581396914903,-0.6928449256987527
-0.19569264060182334,-0.052474688516293,0.9118359510706857,0.32011888028774604,1.8541997957798997,-1.4198255153351194,-2.154677691669255,2.2514191274282056,-0.9360254153875224,1.393646582088252,-1.7740589343955957
-0.20083448332830411,-0.05457355947224296,0.6101640423472691,0.019469812681107933,2.3682965009059993,0.8995681541640334,0.5046703075568726,1.9939061396563733,0.813307874504645,-1.1594443800521632,1.848323588271453
-0.1983361937210959,-0.05348149526875279,0.7851032875361585,0.19336916198630916,2.67888573859302,0.920242994686501,-2.1726671185637936,-0.3227052828976297,-0.8813282814647224,-1.1004422420687698,-1.3604682931857712
-0.20008689480245756,-0.05487592704049615,0.7242775459675971,0.13332188200802975,2.493040770395356,-1.406512463921293,1.2261079137645552,1.8078644806319357,-0.733439572776337,-0.8115354321637385,0.4159399434735538
-0.20071849752849957,-0.054509616993065446,0.6207032986117214,0.029947639377611322,2.238017436186238,0.8904979187419415,1.0210772508844894,-0.32376541277692494,0.22583760659484692,-0.566725359303657,2.0481233413665794
-0.20092463546283257,-0.0553475095203142,0.6108597643707945,0.019899942137774677,0.23580481824348803,-1.0015308941020349,-2.380088024681014,2.286404768352183,0.19086545124302012,0.9960078799370816,-1.7066893935705751
-0.19592175828736236,-0.0528106642885422,0.8995541989263954,0.30768632098581394,2.2022410343192114,-1.2319148473860102,1.199518200688454,2.283981109606247,1.4545327139698014,-0.5186524853179514,-0.9470221666108298
-0.19528341717948128,-0.05323985540990206,0.9249606850996721,0.33278601610758635,0.4009247487455855,-1.1059734928669005,-1.531988567355609,2.0263926162628003,-1.8126070159257037,-0.6717386606432375,0.7784613064855359
-0.19837253804111954,-0.05468384393185577,0.8153700347345458,0.22366643670059153,0.06988714904874106,0.8127943047188916,1.1924964172962527,2.1339843310649362,0.8781433767739495,0.10315641055095019,1.8169112271108474
-0.19479101046554648,-0.05209283818675492,0.9329141920321279,0.34130895904672504,2.459006691752176,-1.078697977534266,-2.669760213582895,2.0581300618074,2.0743189809074627,-0.5303113231382153,0.16038241558058985
-0.2004339083878386,-0.054570715812877646,0.620947770758794,0.028656892014178523,2.0519701359519327,-1.012532728436234,-2.977572937234899,2.0773827964695157,1.8974138437983776,0.9013642592009705,-0.42921314089138385
